Wavenumbercm-1,00:01:26
4000,-0.000280802681260303
3996,-0.000404779714418105
3992,-0.000579243833509429
3988,-0.000737659433167155
3984,-0.000842836947295996
3980,-0.000888777592746291
3976,-0.000918122465058568
3972,-0.000982496550113651
3968,-0.00104502730945361
3964,-0.00098939388246846
3960,-0.000788680009463962
3956,-0.000593433565427609
3952,-0.000575886574001329
3948,-0.000701619319462766
3944,-0.000749547596039155
3940,-0.000590510910766374
3936,-0.000335768909740556
3932,-0.000191405550305207
3928,-0.000234479380770898
3924,-0.000381474296940833
3920,-0.000506773466104413
3916,-0.000548430969701239
3912,-0.000532443406691578
3908,-0.000521840600914421
3904,-0.000564381978617493
3900,-0.000636478755986
3896,-0.000638245443611454
3892,-0.000510485562332137
3888,-0.00032871926024329
3884,-0.000276130323768437
3880,-0.000445440444929485
3876,-0.000678117439635504
3872,-0.000719232101434373
3868,-0.000522983114765039
3864,-0.000344668204131969
3860,-0.000402697021726399
3856,-0.000610507529935231
3852,-0.000707107425404424
3848,-0.000598565113622416
3844,-0.000423446814649711
3840,-0.000292148045376497
3836,-0.000239662808824119
3832,-0.000307044686532184
3828,-0.000488482633813149
3824,-0.000690103448732227
3820,-0.000796627442993589
3816,-0.00077772268032601
3812,-0.000691254595157477
3808,-0.000542374442295883
3804,-0.000340098095649819
3800,-0.000266529508049161
3796,-0.000450754244095091
3792,-0.000645032437604298
3788,-0.000542482991076994
3784,-0.000172790095598723
3780,0.000113908972672075
3776,0.000129236124827915
3772,5.22338211900486E-05
3768,2.08994805241752E-05
3764,-0.000100277132573994
3760,-0.000374872732146697
3756,-0.000553269062675186
3752,-0.000409007645324924
3748,-0.000196348644837994
3744,-0.000313356357522222
3740,-0.000529332147484029
3736,-0.000365899278260159
3732,0.00011418666997659
3728,0.000440162474187938
3724,0.000442368295533443
3720,0.000298148740517746
3716,0.000130243038724214
3712,-2.49010015630643E-05
3708,-1.77792171498298E-05
3704,0.000256064513981515
3700,0.000591068526942845
3696,0.000717842783748237
3692,0.0006402563908931
3688,0.000550725894180609
3684,0.000453376988602003
3680,0.00016373545838863
3676,-0.000271631393418719
3672,-0.000445696811044729
3668,-0.000130104927995156
3664,0.000361713424458934
3660,0.000809673039170929
3656,0.00130731916853627
3652,0.00192041989764157
3648,0.00250505969995801
3644,0.00299931267357183
3640,0.00356676161215991
3636,0.00434455464943386
3632,0.0053912461178705
3628,0.00666740502173602
3624,0.0078454888648982
3620,0.00850410233496384
3616,0.00874058107963573
3612,0.00921481095878304
3608,0.0102977863484192
3604,0.0113513407257662
3600,0.0115569444829441
3596,0.0109866106794054
3592,0.0105215165033735
3588,0.0109201415120201
3584,0.0118882425574115
3580,0.0126178390156442
3576,0.012811152703298
3572,0.0127273392026222
3568,0.0127145070321377
3564,0.0128565616045618
3560,0.0129791088662803
3556,0.0129174376337544
3552,0.0126807845672778
3548,0.012323445571748
3544,0.0118862413666849
3540,0.0114581158768829
3536,0.0111384820874187
3532,0.0109161590602255
3528,0.0105429177599139
3524,0.00975659732745451
3520,0.00875570120114388
3516,0.00799329037071434
3512,0.00767953549857898
3508,0.00761818030236445
3504,0.0074406247552025
3500,0.00700821294509392
3496,0.0063505306817045
3492,0.00542474093465028
3488,0.00420389037946019
3484,0.00285295551714857
3480,0.00173670033152939
3476,0.00103753643980315
3472,0.000455335799373074
3468,-0.000389060035125397
3464,-0.00153009236608029
3460,-0.00253876865444287
3456,-0.00289612730402467
3452,-0.00259466165627722
3448,-0.00240425086182758
3444,-0.00328134850538747
3440,-0.00512341830709513
3436,-0.00677449808125238
3432,-0.00739497130347487
3428,-0.00758738904343146
3424,-0.00833590793150864
3420,-0.00903455199341224
3416,-0.00829854465639603
3412,-0.00670461844050244
3408,-0.00637179998143959
3404,-0.0078600311553351
3400,-0.00989915802489107
3396,-0.0116820547258052
3392,-0.0139894439742525
3388,-0.0171197291137263
3384,-0.0193750754000004
3380,-0.0195025953354629
3376,-0.0188764999995785
3372,-0.0192960598933934
3368,-0.0207923358909563
3364,-0.0223534592065355
3360,-0.0237892226859838
3356,-0.0255707892291731
3352,-0.027409591067302
3348,-0.028550113380689
3344,-0.0290152624587102
3340,-0.0291094624056747
3336,-0.028418085573911
3332,-0.0266293622789213
3328,-0.0248535679437974
3324,-0.0242270828765008
3320,-0.0248139783856709
3316,-0.0260364363101979
3312,-0.027170835537994
3308,-0.0279758367587107
3304,-0.0285289871900062
3300,-0.0289623619421043
3296,-0.0292087056361366
3292,-0.0291372146365214
3288,-0.0295022182984986
3284,-0.0314349493185525
3280,-0.0342557172205825
3276,-0.0354735615456668
3272,-0.0337455726678764
3268,-0.0311462328655179
3264,-0.0302231946596038
3260,-0.0304752289844425
3256,-0.0301006748393262
3252,-0.0293235901302584
3248,-0.0297224173639916
3244,-0.03105704418064
3240,-0.0317773304475909
3236,-0.0319892542312507
3232,-0.0328409255417694
3228,-0.0334925232185593
3224,-0.0322654138289711
3220,-0.030224844932104
