2024-07-15 08:41:03.065, 0, []
2024-07-16 19:48:32.362, -1, [-1]
2024-07-16 19:48:37.412, 0, []
2024-07-22 19:07:52.940, -1, [-1]
2024-07-22 19:07:57.991, 0, []
2024-07-22 19:08:03.122, 0, []
2024-07-22 19:08:08.254, 0, []
2024-07-22 19:08:13.389, 0, []
2024-07-22 19:08:18.519, 0, []
2024-07-22 19:08:23.648, 0, []
2024-07-22 19:08:28.803, 0, []
2024-07-22 19:08:33.936, 0, []
2024-07-22 19:08:39.069, 0, []
2024-07-22 19:08:44.200, 0, []
2024-07-22 19:08:49.332, 0, []
2024-07-22 19:08:54.477, 0, []
2024-07-22 19:08:59.609, 0, []
2024-07-22 19:09:04.746, 0, []
2024-07-22 19:09:09.879, 0, []
2024-07-22 19:09:15.015, 0, []
2024-07-22 19:09:20.146, 0, []
2024-07-22 19:09:25.277, 0, []
2024-07-22 19:09:30.404, 0, []
2024-07-22 19:09:35.537, 0, []
2024-07-22 19:09:40.667, 0, []
2024-07-22 19:09:45.799, 0, []
2024-07-22 19:09:50.932, 0, []
2024-07-22 19:09:56.062, 0, []
2024-07-22 19:10:01.192, 0, []
2024-07-22 19:10:06.322, 0, []
2024-07-22 19:10:11.453, 0, []
2024-07-22 19:10:16.582, 0, []
2024-07-22 19:10:21.714, 0, []
2024-07-22 19:10:26.847, 0, []
2024-07-22 19:10:31.976, 0, []
2024-07-22 19:10:37.109, 0, []
2024-07-22 19:10:42.237, 0, []
2024-07-22 19:10:47.372, 0, []
2024-07-22 19:10:52.503, 0, []
2024-07-22 19:10:57.631, 0, []
2024-07-22 19:11:02.759, 0, []
2024-07-22 19:11:07.890, 0, []
2024-07-22 19:11:13.021, 0, []
2024-07-22 19:11:18.153, 0, []
2024-07-22 19:11:23.284, 0, []
2024-07-22 19:11:28.416, 0, []
2024-07-22 19:11:33.544, 0, []
2024-07-22 19:11:38.676, 0, []
2024-07-22 19:11:43.808, 0, []
2024-07-22 19:11:48.936, 0, []
2024-07-22 19:11:54.068, 0, []
2024-07-22 19:11:59.200, 0, []
2024-07-22 19:12:04.330, 0, []
2024-07-22 19:12:09.463, 0, []
2024-07-22 19:12:14.596, 0, []
2024-07-22 19:12:19.725, 0, []
2024-07-22 19:12:24.857, 0, []
2024-07-22 19:12:29.983, 0, []
2024-07-22 19:12:35.113, 0, []
2024-07-22 19:12:40.247, 0, []
2024-07-22 19:12:45.384, 0, []
2024-07-22 19:12:50.514, 0, []
2024-07-22 19:12:55.652, 0, []
2024-07-22 19:13:00.785, 0, []
2024-07-22 19:13:05.943, 0, []
2024-07-22 19:13:11.073, 0, []
2024-07-22 19:13:16.201, 0, []
2024-07-22 19:13:21.328, 0, []
2024-07-22 19:13:26.458, 0, []
2024-07-22 19:13:31.589, 0, []
2024-07-22 19:13:36.719, 0, []
2024-07-22 19:13:41.849, 0, []
2024-07-22 19:13:46.979, 0, []
2024-07-22 19:13:52.110, 0, []
2024-07-22 19:13:57.242, 0, []
2024-07-22 19:14:02.371, 0, []
2024-07-22 19:14:07.502, 0, []
2024-07-22 19:14:12.660, 0, []
2024-07-22 19:14:17.791, 0, []
2024-07-22 19:14:22.922, 0, []
2024-07-22 19:14:28.052, 0, []
2024-07-22 19:14:33.182, 0, []
2024-07-22 19:14:38.311, 0, []
2024-07-22 19:14:43.443, 0, []
2024-07-22 19:14:48.576, 0, []
2024-07-22 19:14:53.708, 0, []
2024-07-22 19:14:58.837, 0, []
2024-07-22 19:15:03.967, 0, []
2024-07-22 19:15:09.095, 0, []
2024-07-22 19:15:14.227, 0, []
2024-07-22 19:15:19.359, 0, []
2024-07-22 19:15:24.487, 0, []
2024-07-22 19:15:29.620, 0, []
2024-07-22 19:15:34.748, 0, []
2024-07-22 19:15:39.880, 0, []
2024-07-22 19:15:45.010, 0, []
2024-07-22 19:15:50.139, 0, []
2024-07-22 19:15:55.271, 0, []
2024-07-22 19:16:00.407, 0, []
2024-07-22 19:16:05.535, 0, []
2024-07-22 19:16:10.669, 0, []
2024-07-22 19:16:15.799, 0, []
2024-07-22 19:16:20.930, 0, []
2024-07-22 19:25:21.044, -1, [-1]
2024-07-22 19:25:26.131, 0, []
