2024-07-22 19:30:21.757, -1, [-1]
2024-07-22 19:30:26.816, 0, []
2024-07-22 19:30:31.946, 0, []
2024-07-22 19:30:37.076, 0, []
2024-07-22 19:39:13.313, -1, [-1]
2024-07-22 19:39:18.359, 0, []
2024-07-22 19:39:23.489, 0, []
2024-08-05 06:57:01.788, -1, [-1]
2024-08-05 06:57:52.391, -1, [-1]
2024-08-05 07:03:25.474, -1, [-1]
2024-08-05 07:14:04.683, -1, [-1]
2024-08-05 07:15:17.174, -1, [-1]
2024-08-05 07:17:10.885, -1, [-1]
2024-08-05 07:18:54.012, -1, [-1]
2024-08-05 07:22:16.155, -1, [-1]
2024-08-05 07:24:51.859, -1, [-1]
2024-08-05 07:30:02.766, -1, [-1]
2024-08-05 07:30:34.723, -1, [-1]
2024-08-05 07:32:14.598, -1, [-1]
2024-08-05 07:32:51.115, -1, [-1]
2024-08-05 08:55:11.885, -1, [-1]
2024-08-05 09:02:28.385, -1, [-1]
2024-08-05 09:07:22.638, -1, [-1]
2024-08-05 09:09:29.410, -1, [-1]
2024-08-05 09:11:38.186, -1, [-1]
2024-08-05 09:15:15.555, -1, [-1]
2024-08-05 09:16:03.168, -1, [-1]
2024-08-05 09:16:43.767, -1, [-1]
2024-08-05 09:19:32.875, -1, [-1]
2024-08-05 09:20:56.205, -1, [-1]
2024-08-05 09:22:56.039, -1, [-1]
2024-08-05 09:24:33.399, -1, [-1]
2024-08-05 09:37:16.408, -1, [-1]
2024-08-05 09:38:14.938, -1, [-1]
2024-08-05 09:38:24.007, 0, []
2024-08-05 09:38:29.141, 0, []
2024-08-05 09:38:34.272, 0, []
2024-08-05 09:43:08.355, -1, [-1]
2024-08-05 09:43:19.923, 0, []
2024-08-05 09:43:25.056, 0, []
2024-08-05 09:43:30.191, 0, []
2024-08-05 09:43:35.319, 0, []
2024-08-05 09:43:40.452, 0, []
2024-08-05 09:48:58.331, -1, [-1]
2024-08-05 09:49:08.931, 0, []
2024-08-05 09:49:14.080, 0, []
2024-08-05 09:49:19.214, 0, []
2024-08-05 09:49:24.352, 0, []
2024-08-05 09:49:29.483, 0, []
2024-08-05 09:49:34.654, 0, []
2024-08-05 09:49:39.787, 0, []
2024-08-05 09:49:44.920, 0, []
